charging_scenario;pv_mw;bess_power_mw;bess_duration_h;bess_energy_mwh;contract_share;year;merchant_revenue_eur;ppa_delivered_mwh;total_output_mwh;rev_da_eur;rev_idc_eur;rev_afrr_up_capacity_eur;rev_afrr_up_activation_eur;rev_afrr_dn_capacity_eur;rev_afrr_dn_activation_eur;hydro_annual_mwh;pv_annual_mwh;pv_curtailed_mwh;bess_charge_mwh;bess_discharge_mwh;hydro_to_bess_mwh;ppa_shortfall_mwh;total_cycles;final_soc_mwh;final_degradation;total_throughput_mwh;solve_time_s;status
B;10;10;4;40;0.75;2034;2378864.621;11138.4948;49997.20632;1584403.787;-5003.375483;83623.70932;104185.7984;64572.43402;547082.2674;19281.22;13548.73202;3439.389653;21122.43791;18604.61901;0;1606.636654;501;1.964517437;0.982223236;39727.05692;65.5;ok
B;10;10;4;40;1;2027;2879789.296;10854.43973;60308.34445;1324938.333;-3934.818361;369892.5019;83478.47736;563640.9164;541773.8856;36618.73;10549.87857;6992.49213;15995.83284;14093.19401;0;6754.957749;378;1.973175182;0.986587591;30089.02684;79.9;ok
B;10;10;4;40;1;2028;2866024.725;15519.91586;44464.68732;1748133.632;-4002.779354;113141.0742;80275.05046;297258.9487;631218.7981;10821.03;15334.29757;2137.629062;22192.54162;19546.31825;0;2013.353886;526;1.962672344;0.981336172;41738.85987;72.1;ok
B;10;10;4;40;1;2029;2482986.183;13277.52614;56515.2502;1595043.431;-3834.740621;84983.5588;70930.28222;143840.6804;592022.9709;27009.05;12997.01811;4369.705363;19785.65701;17428.26068;0;4147.924628;469;1.966717356;0.983358678;37213.91769;65.5;ok
B;10;10;4;40;1;2030;2458934.739;14202.25241;56859.37328;1657888.84;-3372.608308;76148.83493;65205.98385;59820.35617;603243.3322;25035.85;13931.02167;3267.555701;21556.71935;18956.3196;0;3138.381443;511;34.43950358;0.98186841;40513.03895;61.4;ok
B;10;10;4;40;1;2031;2458919.49;13383.67536;59269.41647;1627159.823;-3737.280613;63345.70334;81371.55504;38373.08938;652406.5998;29098.24;12802.58211;4360.693186;20804.72383;18325.02459;0;3868.201378;493;1.965014193;0.982507097;39129.74842;54.6;ok
B;10;10;4;40;1;2032;2420280.105;13945.51441;54372.95896;1609674.735;-4072.426044;75909.54899;74939.5725;80064.32861;583764.3451;23708.16;13762.93217;3307.40322;20364.86864;17937.04567;0;3219.296567;482;2.947459966;0.982897405;38301.91431;60;ok
B;10;10;4;40;1;2033;2488216.565;15393.0265;49337.19165;1656354.694;-4809.189142;50975.38869;77369.3677;96771.3132;611554.9907;16256.77;15291.08277;1761.264536;21551.4658;18949.01506;0;1686.121375;510;37.31234793;0.981903893;40500.48086;60.7;ok
B;10;10;4;40;1;2034;2312408.095;14537.4125;50792.85491;1516614.315;-5122.069174;83984.15693;106796.2649;66615.22385;543520.2026;19281.22;14406.40877;2562.073646;21116.87623;18599.72232;0;2456.0961;500;1.964517437;0.982258719;39716.59856;64.4;ok
B;10;12;2;24;0;2027;2736201.181;32.10954738;55453.51222;1390394.624;-1187.28259;362434.6084;33045.15292;528744.6494;422769.4288;36618.73;10331.75364;7167.805309;10162.56809;8953.155214;0;0;401;1.182925791;0.985771492;19115.7233;130.4;ok
