charging_scenario;pv_mw;bess_power_mw;bess_duration_h;bess_energy_mwh;contract_share;year;merchant_revenue_eur;ppa_delivered_mwh;total_output_mwh;rev_da_eur;rev_idc_eur;rev_afrr_up_capacity_eur;rev_afrr_up_activation_eur;rev_afrr_dn_capacity_eur;rev_afrr_dn_activation_eur;hydro_annual_mwh;pv_annual_mwh;pv_curtailed_mwh;bess_charge_mwh;bess_discharge_mwh;hydro_to_bess_mwh;ppa_shortfall_mwh;total_cycles;final_soc_mwh;final_degradation;total_throughput_mwh;solve_time_s;status
C;2;2;2;4;1;2043;1876.769259;26687.24739;26702.08606;1551.864259;0;324.905;0;0;0;23649.15065;2990.856529;242.7427115;68.62537909;62.07888328;53.44106589;907.8261622;16;0.199886456;0.999432279;130.7042624;98.6;ok
C;2;2;2;4;1;2044;1191.947768;19350.24907;19358.9696;999.8952684;0;144.64;47.4125;0;0;16241.93684;3095.206924;134.1221136;23.16737214;22.07583715;19.95677374;532.520567;5;0.199964517;0.999822587;45.24320929;95.2;ok
C;2;2;4;8;0;2035;1998426.427;2;34622.49835;1970923.215;115.3819007;10016.18809;17371.64131;0;0;30539.58149;1944.016049;134.3289702;2788.989844;2457.680736;1485.626651;0;329;0.395330495;0.988326237;5246.67058;105.1;ok
C;2;2;4;8;0;2036;2318685.821;0.5;40772.9138;2287007.266;145.2150908;12213.46203;19319.8787;0;0;36559.92379;2012.723576;118.8128559;2900.966842;2556.224243;1667.703604;0;343;0.395131792;0.987829481;5457.191085;98.7;ok
C;2;2;4;8;0;2037;1048128.757;0;16410.84108;1016117.241;51.1512183;12206.25439;19754.11081;0;0;12733.29528;1555.102308;55.43888778;2759.477626;2431.717298;1022.04315;0;326;0.395373074;0.988432685;5191.194923;89.9;ok
C;2;2;4;8;0;2038;1710020.553;0.5;37590.56167;1673381.355;142.2985412;17882.50799;18614.39133;0;0;33695.21311;1996.579972;151.3826553;2711.284809;2389.294026;1528.011643;0;320;0.395458232;0.98864558;5100.578835;91.7;ok
C;2;2;4;8;0;2039;773437.3568;0.5;13164.08142;742199.2197;39.43689007;11665.09111;19533.60915;0;0;9733.166242;1462.487792;52.22036335;2606.619995;2297.199607;806.7485361;0;308;0.395628548;0.989071371;4903.819602;88.6;ok
C;2;2;4;8;0;2040;1396874.592;0.5;28936.61724;1360485.191;131.7946057;11675.6145;24581.99211;0;0;24972.64406;1799.839514;58.57682895;2877.574432;2535.638585;1437.984058;0;340;0.395174371;0.987935929;5413.213016;89.4;ok
C;2;2;4;8;0;2041;1554941.354;0;27140.59237;1516845.283;144.9170489;12449.90766;25501.24577;0;0;23002.54382;1669.166072;57.07512598;3251.379648;2864.580902;1696.104164;0;384;0.394549878;0.986374696;6115.96055;89.9;ok
C;2;2;4;8;0;2042;1410161.768;0;30944.16793;1367676.297;57.66270363;19499.86467;22927.94326;0;0;26885.35958;1733.543354;78.97735039;3153.606836;2778.547689;1701.018441;0;373;0.394706002;0.986765004;5932.154525;93.4;ok
C;2;2;4;8;0;2043;1300023.65;1.5;25570.33892;1270241.687;60.42432299;11795.2278;17926.31112;0;0;21600.32368;1709.416421;58.30431493;2959.74845;2607.953226;1478.685632;0;350;0.395032441;0.987581103;5567.701676;90.4;ok
C;2;2;4;8;0;2044;1216071.687;0;18504.20925;1185929.568;99.69981931;11684.67317;18357.74619;0;0;14686.80515;1486.912221;30.01218109;3000.161832;2643.512694;1284.546598;0;354;0.394975669;0.987439173;5643.674525;86.8;ok
C;2;2;4;8;0.25;2035;1405695.899;9229.670447;36184.42275;1391700.151;0.429125991;10694.3556;3300.963541;0;0;32651.01762;3052.665548;128.4480979;589.5264848;522.1565363;388.9319198;163.4616056;69;0.399020681;0.997551703;1111.683021;118.2;ok
C;2;2;4;8;0.25;2036;1638696.658;10704.60815;42033.59695;1623876.498;1.030369074;10721.74727;4097.382598;0;0;38539.31141;2997.278421;161.6375301;606.5651316;537.1502233;400.6814127;164.8417691;71;0.398992295;0.997480738;1143.715355;117.6;ok
