;pv_mw;bess_mw;bess_h;contract_share;target_IRR;required_PPA_eur_MWh;final_IRR;NPV_at_target_IRR_kEUR;avg_revenue_at_required_PPA_kEUR_yr;avg_EBITDA_at_required_PPA_kEUR_yr;capex_kEUR;npv_at_ppa_min_kEUR;npv_at_ppa_max_kEUR;irr_at_ppa_min;irr_at_ppa_max;status;target_IRR_pct
1;2;0;2;1;0.07;67.66250404;0.07;0;317;270;1879;-8421;23734;;0.432451293;Solved;7
2;4;0;2;1;0.07;67.74035599;0.07;0;482;389;2903;-10143;28665;;0.445344229;Solved;7
3;6;0;2;1;0.07;69.75316051;0.07;0;654;515;3927;-12026;32826;;0.441937649;Solved;7
4;8;0;2;1;0.07;71.91469877;0.07;0;827;642;4951;-13967;36712;;0.43654769;Solved;7
5;10;0;2;1;0.07;73.96216679;0.07;0;999;769;5975;-15940;40439;;0.431175548;Solved;7
6;2;0;2;0.75;0.07;74.32478014;0.07;0;316;270;1879;-6879;17290;;0.374464075;Solved;7
7;4;0;2;0.75;0.07;74.46889621;0.07;0;479;386;2903;-8288;20875;;0.378699581;Solved;7
8;12;0;2;1;0.07;75.88232404;0.07;0;1171;895;6999;-17940;44037;;0.426059704;Solved;7
9;6;0;2;0.75;0.07;76.70202423;0.07;0;647;508;3927;-9832;23870;;0.372515523;Solved;7
10;6;2;2;1;0.07;78.37024326;0.07;0;892;675;5165;-13474;31582;;0.371723368;Solved;7
11;4;2;2;1;0.07;78.65609941;0.07;0;728;556;4141;-11738;27301;;0.359539799;Solved;7
12;8;0;2;0.75;0.07;79.14606342;0.07;0;816;632;4951;-11427;26652;;0.365876922;Solved;7
13;8;2;2;1;0.07;79.34968709;0.07;0;1061;798;6189;-15374;35502;;0.377154517;Solved;7
14;6;2;4;1;0.07;80.1148213;0.07;0;948;748;5777;-13738;31331;;0.34932975;Solved;7
15;8;2;4;1;0.07;80.50684193;0.07;0;1114;869;6801;-15562;35312;;0.357721555;Solved;7
16;10;2;2;1;0.07;80.58299739;0.07;0;1230;922;7213;-17332;39242;;0.379911183;Solved;7
17;4;2;4;1;0.07;81.26071072;0.07;0;787;633;4753;-12092;26979;;0.334068093;Solved;7
18;10;0;2;0.75;0.07;81.46181158;0.07;0;985;755;5975;-13051;29313;;0.35987228;Solved;7
19;10;2;4;1;0.07;81.50922633;0.07;0;1283;992;7825;-17494;39073;;0.362518439;Solved;7
20;12;2;2;1;0.07;81.93175562;0.07;0;1400;1046;8237;-19340;42834;;0.381011205;Solved;7
21;2;2;2;1;0.07;82.37193665;0.07;0;583;458;3117;-10154;22253;;0.330142762;Solved;7
22;12;2;4;1;0.07;82.62863418;0.07;0;1452;1116;8849;-19463;42697;;0.365431497;Solved;7
23;12;0;2;0.75;0.07;83.63400456;0.07;0;1154;878;6999;-14699;31873;;0.354454115;Solved;7
24;2;2;4;1;0.07;86.08742701;0.07;0;651;544;3729;-10541;21904;;0.303632115;Solved;7
25;8;4;2;1;0.07;87.0105091;0.07;0;1296;953;7427;-16832;34252;;0.334466223;Solved;7
26;10;4;2;1;0.07;87.09536595;0.07;0;1461;1073;8451;-18708;38061;;0.34178188;Solved;7
27;2;0;2;0.5;0.07;87.64933236;0.07;0;316;269;1879;-5338;10846;;0.304804133;Solved;7
28;12;4;2;1;0.07;87.66364292;0.07;0;1628;1194;9475;-20666;41694;;0.346536232;Solved;7
29;6;4;2;1;0.07;87.78721397;0.07;0;1133;837;6403;-15066;30225;;0.323438751;Solved;7
30;4;0;2;0.5;0.07;87.94643395;0.07;0;477;384;2903;-6432;13085;;0.301416466;Solved;7
31;6;2;2;0.75;0.07;87.98106629;0.07;0;886;668;5165;-11311;22769;;0.314206083;Solved;7
32;8;2;2;0.75;0.07;88.60934526;0.07;0;1050;786;6189;-12843;25634;;0.317420492;Solved;7
33;4;2;2;0.75;0.07;88.7777159;0.07;0;726;553;4141;-9888;19601;;0.305827838;Solved;7
34;12;4;4;1;0.07;89.49037897;0.07;0;1733;1334;10699;-21025;41327;;0.322829135;Solved;7
35;10;4;4;1;0.07;89.54363996;0.07;0;1568;1216;9675;-19164;37618;;0.315882957;Solved;7
36;10;2;2;0.75;0.07;89.69528116;0.07;0;1215;906;7213;-14431;28348;;0.318533241;Solved;7
37;8;4;4;1;0.07;90.27298847;0.07;0;1406;1099;8651;-17396;33723;;0.30629742;Solved;7
38;6;2;4;0.75;0.07;90.2933178;0.07;0;943;742;5777;-11588;22544;;0.295387707;Solved;7
39;8;2;4;0.75;0.07;90.37364004;0.07;0;1105;858;6801;-13077;25444;;0.300931996;Solved;7
40;4;4;2;1;0.07;90.67677506;0.07;0;986;735;5379;-13439;25853;;0.305780604;Solved;7
41;6;0;2;0.5;0.07;90.73068816;0.07;0;642;503;3927;-7638;14913;;0.292903053;Solved;7
42;12;2;2;0.75;0.07;90.99717177;0.07;0;1382;1026;8237;-16060;30939;;0.318365664;Solved;7
43;10;2;4;0.75;0.07;91.1027072;0.07;0;1269;977;7825;-14635;28182;;0.303948928;Solved;7
44;12;2;4;0.75;0.07;92.07827384;0.07;0;1435;1097;8849;-16229;30803;;0.305494242;Solved;7
45;4;2;4;0.75;0.07;92.14804871;0.07;0;785;631;4753;-10248;19316;;0.284207961;Solved;7
46;6;4;4;1;0.07;92.20789145;0.07;0;1250;989;7627;-15743;29605;;0.293019037;Solved;7
47;2;2;2;0.75;0.07;93.51996873;0.07;0;582;457;3117;-8585;15881;;0.284795728;Solved;7
48;8;0;2;0.5;0.07;93.72076839;0.07;0;808;623;4951;-8888;16593;;0.285273944;Solved;7
49;12;6;2;1;0.07;93.76836217;0.07;0;1858;1344;10713;-22083;40479;;0.31813803;Solved;7
50;10;6;2;1;0.07;94.17376989;0.07;0;1693;1226;9689;-20208;36779;;0.310921519;Solved;7
51;8;6;2;1;0.07;95.34097295;0.07;0;1533;1112;8665;-18416;32902;;0.30101382;Solved;7
52;10;0;2;0.5;0.07;96.55799428;0.07;0;973;743;5975;-10162;18186;;0.278810955;Solved;7
53;4;4;4;1;0.07;96.59355087;0.07;0;1112;898;6603;-14206;25163;;0.273855113;Solved;7
54;12;6;4;1;0.07;97.39077666;0.07;0;2018;1558;12549;-22835;39760;;0.289390768;Solved;7
55;6;6;2;1;0.07;97.92154091;0.07;0;1383;1008;7641;-16727;28813;;0.287371093;Solved;7
56;2;4;2;1;0.07;98.19986676;0.07;0;867;663;4355;-11907;20762;;0.274359188;Solved;7
57;2;2;4;0.75;0.07;98.23477613;0.07;0;650;542;3729;-8970;15576;;0.261737344;Solved;7
58;10;4;2;0.75;0.07;98.40514977;0.07;0;1447;1057;8451;-15878;27264;;0.286155434;Solved;7
59;12;4;2;0.75;0.07;98.56032687;0.07;0;1609;1174;9475;-17455;29923;;0.289526206;Solved;7
60;10;6;4;1;0.07;98.7076787;0.07;0;1858;1444;11525;-21083;35963;;0.280362858;Solved;7
61;8;4;2;0.75;0.07;98.82153757;0.07;0;1286;942;7427;-14350;24462;;0.280871071;Solved;7
62;12;0;2;0.5;0.07;99.22306621;0.07;0;1138;862;6999;-11457;19709;;0.273221405;Solved;7
63;12;8;2;1;0.07;100.2723478;0.07;0;2088;1495;11951;-23598;39186;;0.29417249;Solved;7
64;6;4;2;0.75;0.07;100.3681515;0.07;0;1128;830;6403;-12912;21472;;0.272382926;Solved;7
65;8;6;4;1;0.07;101.142909;0.07;0;1705;1338;10501;-19421;31983;;0.268751798;Solved;7
66;12;4;4;0.75;0.07;101.2885013;0.07;0;1717;1318;10699;-17885;29546;;0.269435991;Solved;7
67;10;8;2;1;0.07;101.6803501;0.07;0;1929;1382;10927;-21791;35431;;0.285290983;Solved;7
68;10;4;4;0.75;0.07;101.7550841;0.07;0;1556;1203;9675;-16371;26844;;0.264378357;Solved;7
69;8;4;4;0.75;0.07;103.1401409;0.07;0;1398;1090;8651;-14935;23969;;0.25707183;Solved;7
70;4;6;2;1;0.07;103.3163211;0.07;0;1253;923;6617;-15175;24380;;0.267676346;Solved;7
71;8;8;2;1;0.07;104.1556014;0.07;0;1777;1276;9903;-20061;31504;;0.27390148;Solved;7
72;4;4;2;0.75;0.07;104.5187177;0.07;0;984;733;5379;-11569;18213;;0.258713773;Solved;7
73;6;6;4;1;0.07;105.3068549;0.07;0;1565;1244;9477;-17840;27806;;0.253904159;Solved;7
74;2;4;4;1;0.07;105.8217343;0.07;0;1004;836;5579;-12701;20050;;0.243685219;Solved;7
75;12;8;4;1;0.07;105.9131431;0.07;0;2306;1785;14399;-24792;38075;;0.262379778;Solved;7
76;6;4;4;0.75;0.07;106.1643488;0.07;0;1246;984;7627;-13606;20901;;0.246558267;Solved;7
77;12;6;2;0.75;0.07;106.663407;0.07;0;1840;1325;10713;-18920;28781;;0.265165663;Solved;7
78;6;2;2;0.5;0.07;106.7927746;0.07;0;880;661;5165;-9147;14000;;0.247553852;Solved;7
79;8;2;2;0.5;0.07;107.0793894;0.07;0;1040;776;6189;-10356;15817;;0.248677201;Solved;7
80;12;10;2;1;0.07;107.1296501;0.07;0;2321;1649;13189;-25187;37834;;0.273374694;Solved;7
81;10;6;2;0.75;0.07;107.7312085;0.07;0;1681;1212;9689;-17400;26043;;0.259426164;Solved;7
82;10;2;2;0.5;0.07;108.0961032;0.07;0;1203;893;7213;-11610;17498;;0.248184315;Solved;7
83;6;8;2;1;0.07;108.4924442;0.07;0;1639;1185;8879;-18427;27369;;0.258960253;Solved;7
84;4;2;2;0.5;0.07;108.5258276;0.07;0;722;550;4141;-8010;11916;;0.242016995;Solved;7
85;10;8;4;1;0.07;108.5482237;0.07;0;2154;1679;13375;-23115;34217;;0.252243127;Solved;7
86;12;2;2;0.5;0.07;109.4055444;0.07;0;1365;1010;8237;-12890;19082;;0.246980553;Solved;7
87;10;10;2;1;0.07;109.5108003;0.07;0;2168;1542;12165;-23423;34043;;0.263596632;Solved;7
88;8;6;2;0.75;0.07;109.7756145;0.07;0;1525;1102;8665;-15946;23157;;0.251528038;Solved;7
89;8;2;4;0.5;0.07;110.0230494;0.07;0;1097;851;6801;-10662;15646;;0.235779607;Solved;7
90;6;2;4;0.5;0.07;110.3579105;0.07;0;937;737;5777;-9470;13805;;0.232701706;Solved;7
91;10;2;4;0.5;0.07;110.5142558;0.07;0;1258;967;7825;-11898;17357;;0.236940531;Solved;7
92;12;2;4;0.5;0.07;111.4740958;0.07;0;1420;1083;8849;-13167;18962;;0.237063215;Solved;7
93;12;6;4;0.75;0.07;111.5317277;0.07;0;2004;1542;12549;-19715;28097;;0.240990863;Solved;7
94;4;4;4;0.75;0.07;112.1735468;0.07;0;1111;896;6603;-12340;17572;;0.23131442;Solved;7
95;4;6;4;1;0.07;112.4849659;0.07;0;1446;1171;8453;-16352;23323;;0.234126835;Solved;7
96;8;8;4;1;0.07;112.563687;0.07;0;2012;1583;12351;-21507;30194;;0.239850554;Solved;7
97;8;10;2;1;0.07;113.2802938;0.07;0;2025;1445;11141;-21736;30082;;0.251320933;Solved;7
98;4;2;4;0.5;0.07;113.3723826;0.07;0;782;628;4753;-8377;11669;;0.224740249;Solved;7
99;6;6;2;0.75;0.07;113.7027668;0.07;0;1380;1003;7641;-14560;20102;;0.240650707;Solved;7
100;10;6;4;0.75;0.07;113.7963472;0.07;0;1848;1432;11525;-18320;25262;;0.233648383;Solved;7
101;2;4;2;0.75;0.07;114.0194018;0.07;0;864;660;4355;-10305;14450;;0.234496502;Solved;7
102;12;12;2;1;0.07;114.2093909;0.07;0;2556;1805;14427;-26811;36452;;0.255306446;Solved;7
103;2;6;2;1;0.07;114.2416261;0.07;0;1154;871;5593;-13682;19260;;0.236775492;Solved;7
104;12;10;4;1;0.07;114.8222364;0.07;0;2599;2017;16249;-26818;36336;;0.240002433;Solved;7
105;2;2;2;0.5;0.07;115.3304603;0.07;0;580;455;3117;-6991;9522;;0.228310576;Solved;7
106;12;8;2;0.75;0.07;115.3422448;0.07;0;2073;1479;11951;-20480;27523;;0.24405793;Solved;7
107;4;8;2;1;0.07;116.1797302;0.07;0;1522;1114;7855;-16930;22892;;0.238551792;Solved;7
108;8;6;4;0.75;0.07;117.4286659;0.07;0;1699;1330;10501;-16978;22288;;0.224243282;Solved;7
109;10;12;2;1;0.07;117.5461095;0.07;0;2410;1705;13403;-25080;32636;;0.244880774;Solved;7
110;10;8;2;0.75;0.07;117.5658517;0.07;0;1917;1369;10927;-18996;24736;;0.236965407;Solved;7
111;10;10;4;1;0.07;118.6449819;0.07;0;2454;1918;15225;-25184;32443;;0.229371031;Solved;7
112;6;8;4;1;0.07;118.6675446;0.07;0;1885;1503;11327;-19962;25987;;0.224544019;Solved;7
113;6;10;2;1;0.07;119.2236051;0.07;0;1897;1364;10117;-20150;25909;;0.235709029;Solved;7
114;12;4;2;0.5;0.07;119.8940639;0.07;0;1593;1159;9475;-14300;18249;;0.224460843;Solved;7
115;10;4;2;0.5;0.07;120.1994201;0.07;0;1433;1044;8451;-13054;16571;;0.222519608;Solved;7
116;4;6;2;0.75;0.07;120.953278;0.07;0;1250;920;6617;-13277;16781;;0.224718043;Solved;7
117;8;8;2;0.75;0.07;121.3420208;0.07;0;1770;1268;9903;-17581;21803;;0.227644164;Solved;7
118;8;4;2;0.5;0.07;121.685791;0.07;0;1275;932;7427;-11862;14728;;0.218741781;Solved;7
119;2;2;4;0.5;0.07;122.0281843;0.07;0;647;540;3729;-7374;9247;;0.20924807;Solved;7
120;8;12;2;1;0.07;122.5819855;0.07;0;2276;1617;12379;-23433;28642;;0.232057918;Solved;7
121;12;8;4;0.75;0.07;122.7662592;0.07;0;2293;1770;14399;-21719;26463;;0.217444177;Solved;7
122;6;6;4;0.75;0.07;123.378043;0.07;0;1563;1240;9477;-15687;19132;;0.211996022;Solved;7
123;2;4;4;0.75;0.07;123.9028914;0.07;0;1001;832;5579;-11093;13777;;0.20747346;Solved;7
124;12;12;4;1;0.07;123.9889069;0.07;0;2893;2251;18099;-28891;34557;;0.221040306;Solved;7
125;8;10;4;1;0.07;124.2045552;0.07;0;2323;1834;14201;-23611;28392;;0.216628264;Solved;7
126;12;10;2;0.75;0.07;124.2362014;0.07;0;2306;1633;13189;-22065;26219;;0.225905903;Solved;7
127;12;4;4;0.5;0.07;124.4088472;0.07;0;1703;1305;10699;-14854;17877;;0.208700468;Solved;7
128;6;4;2;0.5;0.07;124.6366203;0.07;0;1121;823;6403;-10719;12756;;0.212337395;Solved;7
129;10;4;4;0.5;0.07;125.4945658;0.07;0;1545;1192;9675;-13639;16158;;0.205279397;Solved;7
130;2;6;4;1;0.07;125.7255401;0.07;0;1359;1130;7429;-14878;18191;;0.205781042;Solved;7
131;10;8;4;0.75;0.07;126.6930248;0.07;0;2145;1668;13375;-20366;23558;;0.208980967;Solved;7
132;6;8;2;0.75;0.07;127.5762839;0.07;0;1636;1180;8879;-16248;18681;;0.215279328;Solved;7
133;2;0;2;0.25;0.07;127.6698835;0.07;0;315;269;1879;-3797;4402;;0.206598616;Solved;7
134;10;10;2;0.75;0.07;127.8453539;0.07;0;2157;1530;12165;-20619;23381;;0.217788273;Solved;7
135;4;0;2;0.25;0.07;128.3965163;0.07;0;475;382;2903;-4576;5295;;0.198377415;Solved;7
136;8;4;4;0.5;0.07;128.4466158;0.07;0;1388;1081;8651;-12517;14221;;0.199627281;Solved;7
137;4;8;4;1;0.07;128.5368671;0.07;0;1781;1445;10303;-18516;21470;;0.205029679;Solved;7
138;10;12;4;1;0.07;129.035966;0.07;0;2757;2161;17075;-27291;30638;;0.210145221;Solved;7
139;4;10;2;1;0.07;129.1084763;0.07;0;1793;1306;9093;-18690;21401;;0.215208697;Solved;7
140;6;12;2;1;0.07;130.145815;0.07;0;2157;1545;11355;-21892;24434;;0.216127484;Solved;7
141;2;8;2;1;0.07;130.3040461;0.07;0;1440;1079;6831;-15456;17760;;0.208852392;Solved;7
142;12;6;2;0.5;0.07;131.2830811;0.07;0;1823;1309;10713;-15760;17198;;0.204470534;Solved;7
143;4;4;2;0.5;0.07;131.4628098;0.07;0;980;729;5379;-9657;10579;;0.201595542;Solved;7
144;6;10;4;1;0.07;132.2283674;0.07;0;2207;1764;13177;-22102;24157;;0.201332296;Solved;7
145;6;0;2;0.25;0.07;132.8187034;0.07;0;637;498;3927;-5444;5957;;0.189080005;Solved;7
146;8;10;2;0.75;0.07;133.3106632;0.07;0;2020;1439;11141;-19242;20410;;0.207536251;Solved;7
147;6;4;4;0.5;0.07;133.3865273;0.07;0;1240;979;7627;-11448;12186;;0.191387727;Solved;7
148;12;12;2;0.75;0.07;133.4415813;0.07;0;2542;1790;14427;-23668;24868;;0.209920184;Solved;7
149;10;6;2;0.5;0.07;133.6204355;0.07;0;1666;1198;9689;-14571;15386;;0.200047066;Solved;7
150;12;10;4;0.75;0.07;134.5877723;0.07;0;2587;2004;16249;-23773;24728;;0.197627506;Solved;7
151;2;6;2;0.75;0.07;134.8773182;0.07;0;1149;865;5593;-12045;12989;;0.200011733;Solved;7
152;8;12;4;1;0.07;135.9526578;0.07;0;2634;2085;16051;-25734;26573;;0.197390539;Solved;7
153;8;0;2;0.25;0.07;137.5595586;0.07;0;800;615;4951;-6348;6533;;0.181483721;Solved;7
154;10;12;2;0.75;0.07;138.4931384;0.07;0;2402;1696;13403;-22292;21988;;0.201013502;Solved;7
155;12;6;4;0.5;0.07;138.9144166;0.07;0;1988;1528;12549;-16666;16487;;0.185282258;Solved;7
156;10;10;4;0.75;0.07;140.0359761;0.07;0;2446;1909;15225;-22424;21788;;0.188646694;Solved;7
157;6;8;4;0.75;0.07;140.9296341;0.07;0;1881;1498;11327;-17794;17320;;0.185703502;Solved;7
158;6;10;2;0.75;0.07;141.6883565;0.07;0;1892;1358;10117;-17958;17228;;0.194268836;Solved;7
159;10;0;2;0.25;0.07;142.0518642;0.07;0;962;732;5975;-7273;7060;;0.175308594;Solved;7
160;4;12;2;1;0.07;142.1528769;0.07;0;2065;1499;10331;-20467;19900;;0.195805151;Solved;7
161;4;4;4;0.5;0.07;142.8446299;0.07;0;1107;892;6603;-10437;9938;;0.179095972;Solved;7
162;10;6;4;0.5;0.07;142.9308331;0.07;0;1834;1420;11525;-15563;14572;;0.17931959;Solved;7
163;12;8;2;0.5;0.07;143.7401588;0.07;0;2055;1462;11951;-17297;15956;;0.186538615;Solved;7
164;6;6;2;0.5;0.07;144.2249752;0.07;0;1373;996;7641;-12353;11403;;0.184721909;Solved;7
165;4;10;4;1;0.07;144.6759948;0.07;0;2116;1720;12153;-20691;19613;;0.182327945;Solved;7
166;2;4;2;0.5;0.07;145.1612712;0.07;0;860;656;4355;-8675;8134;;0.183651213;Solved;7
167;8;12;2;0.75;0.07;145.4997987;0.07;0;2270;1610;12379;-20928;18984;;0.190218081;Solved;7
168;2;8;4;1;0.07;145.8176513;0.07;0;1715;1426;9279;-17074;16232;;0.177733613;Solved;7
169;6;12;4;1;0.07;145.8919853;0.07;0;2530;2027;15027;-24256;22315;;0.182265955;Solved;7
170;12;0;2;0.25;0.07;146.2675966;0.07;0;1124;848;6999;-8215;7546;;0.170124082;Solved;7
171;2;10;2;1;0.07;146.5892326;0.07;0;1729;1288;8069;-17257;16143;;0.185763472;Solved;7
172;12;12;4;0.75;0.07;146.6446629;0.07;0;2883;2239;18099;-25819;22944;;0.180739343;Solved;7
173;8;10;4;0.75;0.07;147.7525183;0.07;0;2317;1827;14201;-21142;18725;;0.177845643;Solved;7
174;10;8;2;0.5;0.07;148.152179;0.07;0;1901;1354;10927;-16168;14044;;0.180417809;Solved;7
175;8;6;4;0.5;0.07;149.0794214;0.07;0;1688;1320;10501;-14522;12562;;0.171535298;Solved;7
176;2;6;4;0.75;0.07;150.1021331;0.07;0;1354;1125;7429;-13245;11867;;0.171818903;Solved;7
177;10;12;4;0.75;0.07;153.7501185;0.07;0;2751;2154;17075;-24523;19985;;0.171423945;Solved;7
178;4;8;4;0.75;0.07;154.0841667;0.07;0;1777;1440;10303;-16608;13920;;0.16925429;Solved;7
179;8;8;2;0.5;0.07;154.4789363;0.07;0;1760;1258;9903;-15063;12107;;0.172759625;Solved;7
180;4;10;2;0.75;0.07;154.7745922;0.07;0;1788;1300;9093;-16754;13837;;0.176960088;Solved;7
181;12;8;4;0.5;0.07;155.2015118;0.07;0;2277;1755;14399;-18633;14827;;0.165071145;Solved;7
182;4;6;2;0.5;0.07;155.6526247;0.07;0;1244;914;6617;-11339;9156;;0.171551412;Solved;7
183;6;12;2;0.75;0.07;155.9960351;0.07;0;2151;1538;11355;-19675;15760;;0.176469269;Solved;7
184;2;8;2;0.75;0.07;156.1203796;0.07;0;1435;1072;6831;-13805;11379;;0.172671191;Solved;7
185;12;10;2;0.5;0.07;156.9085353;0.07;0;2287;1615;13189;-18906;14618;;0.170547183;Solved;7
186;6;10;4;0.75;0.07;158.7190374;0.07;0;2201;1758;13177;-19915;15499;;0.16470313;Solved;7
187;8;2;2;0.25;0.07;158.8258993;0.07;0;1028;765;6189;-7679;5924;;0.157526422;Solved;7
188;6;6;4;0.5;0.07;158.9781918;0.07;0;1555;1233;9477;-13516;10387;;0.16110202;Solved;7
189;10;2;2;0.25;0.07;159.2003563;0.07;0;1187;878;7213;-8618;6626;;0.157101586;Solved;7
190;6;2;2;0.25;0.07;159.8359231;0.07;0;871;653;5165;-6778;5145;;0.156818502;Solved;7
191;2;4;4;0.5;0.07;160.0389476;0.07;0;996;828;5579;-9463;7404;;0.160149598;Solved;7
192;12;2;2;0.25;0.07;160.385016;0.07;0;1347;992;8237;-9563;7247;;0.155842633;Solved;7
193;4;12;4;1;0.07;160.8660278;0.07;0;2453;1996;14003;-22869;17752;;0.163823995;Solved;7
194;10;8;4;0.5;0.07;161.8222897;0.07;0;2131;1655;13375;-17590;12842;;0.157863402;Solved;7
195;2;12;2;1;0.07;162.9314252;0.07;0;2018;1499;9307;-19063;14435;;0.165950879;Solved;7
196;10;2;4;0.25;0.07;163.0851153;0.07;0;1243;952;7825;-8908;6516;;0.150370803;Solved;7
197;10;10;2;0.5;0.07;163.1612529;0.07;0;2142;1516;12165;-17776;12689;;0.163535261;Solved;7
198;8;12;4;0.75;0.07;163.1693335;0.07;0;2628;2078;16051;-23247;16915;;0.160486428;Solved;7
199;12;2;4;0.25;0.07;163.3905614;0.07;0;1402;1065;8849;-9862;7191;;0.15040141;Solved;7
200;8;2;4;0.25;0.07;163.7744861;0.07;0;1085;839;6801;-7955;5758;;0.149301678;Solved;7
201;4;2;2;0.25;0.07;164.6334501;0.07;0;717;545;4141;-5983;4237;;0.153404995;Solved;7
202;6;8;2;0.5;0.07;164.7203763;0.07;0;1627;1172;8879;-14024;9973;;0.162133681;Solved;7
203;6;2;4;0.25;0.07;165.865658;0.07;0;928;728;5777;-7040;4944;;0.147040989;Solved;7
204;2;10;4;1;0.07;166.0265772;0.07;0;2073;1723;11129;-19284;14120;;0.154881397;Solved;7
205;12;12;2;0.5;0.07;170.6470057;0.07;0;2523;1772;14427;-20529;13226;;0.156281983;Solved;7
206;4;12;2;0.75;0.07;171.9398324;0.07;0;2057;1491;10331;-18502;12339;;0.158998464;Solved;7
207;8;10;2;0.5;0.07;172.1990393;0.07;0;2008;1428;11141;-16720;10694;;0.154783726;Solved;7
208;12;10;4;0.5;0.07;172.3616;0.07;0;2569;1987;16249;-20664;13082;;0.147810828;Solved;7
209;4;2;4;0.25;0.07;173.2983889;0.07;0;776;622;4753;-6286;3975;;0.141435488;Solved;7
210;4;6;4;0.5;0.07;173.3592709;0.07;0;1437;1161;8453;-12519;8137;;0.147629617;Solved;7
211;4;10;4;0.75;0.07;175.4110475;0.07;0;2111;1714;12153;-18760;12058;;0.148319401;Solved;7
212;2;6;2;0.5;0.07;175.9547643;0.07;0;1143;859;5593;-10385;6559;;0.150410088;Solved;7
213;2;8;4;0.75;0.07;176.5767549;0.07;0;1709;1419;9279;-15417;9785;;0.144362613;Solved;7
214;6;12;4;0.75;0.07;176.6242825;0.07;0;2523;2019;15027;-22042;13668;;0.147309874;Solved;7
215;2;2;2;0.25;0.07;177.1110121;0.07;0;575;450;3117;-5274;3203;;0.145543773;Solved;7
216;2;10;2;0.75;0.07;177.5563773;0.07;0;1722;1281;8069;-15588;9693;;0.150009573;Solved;7
217;12;4;2;0.25;0.07;178.1937987;0.07;0;1573;1138;9475;-10783;6405;;0.139193724;Solved;7
218;10;12;2;0.5;0.07;179.1594096;0.07;0;2387;1682;13403;-19451;11249;;0.148346531;Solved;7
219;4;8;2;0.5;0.07;180.1115801;0.07;0;1511;1102;7855;-13023;7730;;0.147993912;Solved;7
220;10;4;2;0.25;0.07;180.2279642;0.07;0;1416;1028;8451;-9857;5684;;0.137485903;Solved;7
221;10;10;4;0.5;0.07;181.6158987;0.07;0;2432;1896;15225;-19628;11040;;0.139840286;Solved;7
222;6;8;4;0.5;0.07;184.8386295;0.07;0;1872;1489;11327;-15581;8569;;0.137719848;Solved;7
223;8;4;2;0.25;0.07;184.8621994;0.07;0;1262;919;7427;-8986;4844;;0.13393262;Solved;7
224;6;10;2;0.5;0.07;185.4200243;0.07;0;1883;1349;10117;-15722;8542;;0.143299209;Solved;7
225;2;12;4;1;0.07;186.2605479;0.07;0;2431;2021;12979;-21495;11984;;0.13614249;Solved;7
226;12;4;4;0.25;0.07;187.1142207;0.07;0;1683;1285;10699;-11303;5949;;0.128581494;Solved;7
227;2;2;4;0.25;0.07;190.2283944;0.07;0;641;534;3729;-5608;2884;;0.131132257;Solved;7
228;8;12;2;0.5;0.07;190.2772422;0.07;0;2257;1598;12379;-18390;9244;;0.139042171;Solved;7
229;12;12;4;0.5;0.07;190.8417001;0.07;0;2863;2221;18099;-22740;11184;;0.132422721;Solved;7
230;10;4;4;0.25;0.07;190.9605866;0.07;0;1527;1174;9675;-10382;5166;;0.125543541;Solved;7
231;6;4;2;0.25;0.07;192.6016884;0.07;0;1111;814;6403;-8196;3945;;0.128537889;Solved;7
232;8;10;4;0.5;0.07;193.9150407;0.07;0;2305;1816;14201;-18648;8957;;0.130438344;Solved;7
233;4;12;4;0.75;0.07;196.6040022;0.07;0;2447;1989;14003;-20912;10074;;0.130291365;Solved;7
234;8;4;4;0.25;0.07;198.2872697;0.07;0;1374;1067;8651;-9540;4255;;0.1204773;Solved;7
235;2;6;4;0.5;0.07;198.8595888;0.07;0;1348;1119;7429;-11581;5356;;0.12575082;Solved;7
236;12;6;2;0.25;0.07;198.986678;0.07;0;1802;1288;10713;-12067;5312;;0.123116989;Solved;7
237;2;12;2;0.75;0.07;199.3031692;0.07;0;2010;1491;9307;-17377;7966;;0.130972096;Solved;7
238;10;12;4;0.5;0.07;201.922575;0.07;0;2735;2139;17075;-21708;9206;;0.124374889;Solved;7
239;2;10;4;0.75;0.07;203.4562865;0.07;0;2066;1716;11129;-17616;7647;;0.122537636;Solved;7
240;4;8;4;0.5;0.07;204.5947063;0.07;0;1767;1431;10303;-14620;6208;;0.122951378;Solved;7
241;4;10;2;0.5;0.07;205.2125495;0.07;0;1779;1291;9093;-14734;6159;;0.127377403;Solved;7
242;10;6;2;0.25;0.07;205.307358;0.07;0;1649;1181;9689;-11234;4484;;0.118993988;Solved;7
243;6;12;2;0.5;0.07;206.349399;0.07;0;2140;1527;11355;-17411;7088;;0.127057648;Solved;7
244;4;4;2;0.25;0.07;207.0640985;0.07;0;972;721;5379;-7466;2957;;0.12016754;Solved;7
245;2;8;2;0.5;0.07;207.3384021;0.07;0;1427;1065;6831;-12112;4897;;0.123977802;Solved;7
246;6;4;4;0.25;0.07;209.5836254;0.07;0;1227;966;7627;-8818;3317;;0.113715304;Solved;7
247;6;10;4;0.5;0.07;210.9964228;0.07;0;2190;1747;13177;-17674;6757;;0.118855971;Solved;7
