;pv_mw;bess_mw;bess_h;contract_share;target_IRR;required_PPA_eur_MWh;final_IRR;NPV_at_target_IRR_kEUR;avg_revenue_at_required_PPA_kEUR_yr;avg_EBITDA_at_required_PPA_kEUR_yr;capex_kEUR;npv_at_ppa_min_kEUR;npv_at_ppa_max_kEUR;irr_at_ppa_min;irr_at_ppa_max;status;target_IRR_pct
1625;4;6;2;1;0.15;156.7814042;0.15;0;2327;1998;6617;-9955;7927;;0.267676346;Solved;15
1626;12;0;2;0.5;0.15;158.36692;0.15;0;2023;1747;6999;-8522;6859;;0.273221405;Solved;15
1627;8;6;4;1;0.15;159.433756;0.15;0;3171;2803;10501;-13862;10767;;0.268751798;Solved;15
1628;8;8;2;1;0.15;159.6146716;0.15;0;3171;2671;9903;-13952;10748;;0.27390148;Solved;15
1629;12;4;4;0.75;0.15;161.4628745;0.15;0;3082;2683;10699;-13303;10153;;0.269435991;Solved;15
1630;4;4;2;0.75;0.15;161.8577359;0.15;0;1853;1602;5379;-7685;5765;;0.258713773;Solved;15
1631;10;4;4;0.75;0.15;162.9444798;0.15;0;2835;2481;9675;-12050;9013;;0.264378357;Solved;15
1632;12;10;2;1;0.15;164.266987;0.15;0;4030;3358;13189;-18090;13118;;0.273374694;Solved;15
1633;8;4;4;0.75;0.15;165.9833003;0.15;0;2595;2287;8651;-10841;7777;;0.25707183;Solved;15
1634;2;4;4;1;0.15;166.0148352;0.15;0;2042;1874;5579;-8200;5838;;0.243685219;Solved;15
1635;6;8;2;1;0.15;166.9599778;0.15;0;2965;2510;8879;-12625;8800;;0.258960253;Solved;15
1636;12;6;2;0.75;0.15;167.0873825;0.15;0;3212;2697;10713;-13841;9752;;0.265165663;Solved;15
1637;6;6;4;1;0.15;167.0923898;0.15;0;2966;2645;9477;-12564;8796;;0.253904159;Solved;15
1638;12;8;4;1;0.15;167.8245503;0.15;0;4158;3637;14399;-18370;12777;;0.262379778;Solved;15
1639;10;10;2;1;0.15;168.867596;0.15;0;3803;3177;12165;-16685;11367;;0.263596632;Solved;15
1640;10;6;2;0.75;0.15;169.3972925;0.15;0;2970;2501;9689;-12589;8591;;0.259426164;Solved;15
1641;6;2;2;0.5;0.15;171.6490623;0.15;0;1627;1409;5165;-6480;4338;;0.247553852;Solved;15
1642;6;4;4;0.75;0.15;171.6559631;0.15;0;2370;2109;7627;-9698;6430;;0.246558267;Solved;15
1643;8;2;2;0.5;0.15;172.8571946;0.15;0;1883;1619;6189;-7549;4982;;0.248677201;Solved;15
1644;10;8;4;1;0.15;173.2949015;0.15;0;3938;3463;13375;-17017;10986;;0.252243127;Solved;15
1645;8;6;2;0.75;0.15;173.3175851;0.15;0;2735;2312;8665;-11373;7348;;0.251528038;Solved;15
1646;4;2;2;0.5;0.15;173.5160887;0.15;0;1381;1209;4141;-5450;3542;;0.242016995;Solved;15
1647;10;2;2;0.5;0.15;174.9930449;0.15;0;2142;1832;7213;-8646;5550;;0.248184315;Solved;15
1648;8;10;2;1;0.15;175.6075032;0.15;0;3592;3012;11141;-15327;9518;;0.251320933;Solved;15
1649;12;12;2;1;0.15;176.669575;0.15;0;4424;3673;14427;-19432;11913;;0.255306446;Solved;15
1650;2;6;2;1;0.15;176.6880127;0.15;0;2230;1947;5593;-8719;5413;;0.236775492;Solved;15
1651;2;4;2;0.75;0.15;177.3309868;0.15;0;1686;1482;4355;-6577;4020;;0.234496502;Solved;15
1652;12;2;2;0.5;0.15;177.4017655;0.15;0;2402;2047;8237;-9756;6063;;0.246980553;Solved;15
1653;4;8;2;1;0.15;179.6553637;0.15;0;2798;2390;7855;-11381;6654;;0.238551792;Solved;15
1654;6;6;2;0.75;0.15;179.8008241;0.15;0;2513;2136;7641;-10194;6013;;0.240650707;Solved;15
1655;4;6;4;1;0.15;179.8807668;0.15;0;2800;2525;8453;-11326;6646;;0.234126835;Solved;15
1656;8;8;4;1;0.15;181.0735697;0.15;0;3734;3306;12351;-15702;9103;;0.239850554;Solved;15
1657;4;4;4;0.75;0.15;181.8172172;0.15;0;2168;1953;6603;-8589;4938;;0.23131442;Solved;15
1658;12;6;4;0.75;0.15;181.9346244;0.15;0;3606;3144;12549;-14987;8668;;0.240990863;Solved;15
1659;8;2;4;0.5;0.15;181.9650074;0.15;0;2022;1776;6801;-7956;4644;;0.235779607;Solved;15
1660;2;2;2;0.5;0.15;182.2205974;0.15;0;1161;1035;3117;-4486;2566;;0.228310576;Solved;15
1661;6;2;4;0.5;0.15;182.5385604;0.15;0;1773;1573;5777;-6896;3985;;0.232701706;Solved;15
1662;10;2;4;0.5;0.15;182.7344354;0.15;0;2277;1986;7825;-9042;5227;;0.236940531;Solved;15
1663;12;8;2;0.75;0.15;182.821615;0.15;0;3608;3014;11951;-15148;8603;;0.24405793;Solved;15
1664;10;12;2;1;0.15;182.9012998;0.15;0;4210;3505;13403;-18050;10145;;0.244880774;Solved;15
1665;12;2;4;0.5;0.15;184.1672508;0.15;0;2534;2197;8849;-10147;5753;;0.237063215;Solved;15
1666;12;10;4;1;0.15;184.684022;0.15;0;4688;4106;16249;-20175;11141;;0.240002433;Solved;15
1667;6;10;2;1;0.15;185.8520578;0.15;0;3407;2874;10117;-14031;7545;;0.235709029;Solved;15
1668;10;6;4;0.75;0.15;186.7630782;0.15;0;3376;2961;11525;-13805;7455;;0.233648383;Solved;15
1669;10;8;2;0.75;0.15;187.2376802;0.15;0;3375;2827;10927;-13913;7418;;0.236965407;Solved;15
1670;4;2;4;0.5;0.15;187.5374023;0.15;0;1538;1384;4753;-5891;3161;;0.224740249;Solved;15
1671;4;6;2;0.75;0.15;191.5089777;0.15;0;2320;1990;6617;-9076;4522;;0.224718043;Solved;15
1672;8;12;2;1;0.15;191.7775325;0.15;0;4015;3356;12379;-16716;8275;;0.232057918;Solved;15
1673;10;10;4;1;0.15;192.3278815;0.15;0;4483;3948;15225;-18848;9330;;0.229371031;Solved;15
1674;6;8;4;1;0.15;192.4717275;0.15;0;3558;3176;11327;-14430;7110;;0.224544019;Solved;15
1675;8;6;4;0.75;0.15;193.8516302;0.15;0;3158;2789;10501;-12653;6164;;0.224243282;Solved;15
1676;8;8;2;0.75;0.15;193.9402783;0.15;0;3154;2652;9903;-12720;6151;;0.227644164;Solved;15
1677;12;4;2;0.5;0.15;197.12715;0.15;0;2785;2351;9475;-10969;5146;;0.224460843;Solved;15
1678;10;4;2;0.5;0.15;197.8180323;0.15;0;2535;2147;8451;-9877;4582;;0.222519608;Solved;15
1679;12;10;2;0.75;0.15;198.7425148;0.15;0;4002;3329;13189;-16464;7434;;0.225905903;Solved;15
1680;8;4;2;0.5;0.15;200.3579266;0.15;0;2290;1947;7427;-8818;3932;;0.218741781;Solved;15
1681;2;2;4;0.5;0.15;200.7135328;0.15;0;1333;1226;3729;-4936;2171;;0.20924807;Solved;15
1682;12;12;4;1;0.15;201.7846418;0.15;0;5220;4577;18099;-22008;9484;;0.221040306;Solved;15
1683;4;10;2;1;0.15;202.6529465;0.15;0;3271;2784;9093;-12812;5377;;0.215208697;Solved;15
1684;8;10;4;1;0.15;202.9111217;0.15;0;4301;3812;14201;-17559;7426;;0.216628264;Solved;15
1685;12;8;4;0.75;0.15;203.6119438;0.15;0;4136;3614;14399;-16772;7082;;0.217444177;Solved;15
1686;2;4;4;0.75;0.15;203.6562514;0.15;0;2038;1869;5579;-7492;3177;;0.20747346;Solved;15
1687;6;8;2;0.75;0.15;204.3645579;0.15;0;2952;2497;8879;-11574;4780;;0.215279328;Solved;15
1688;6;6;4;0.75;0.15;204.6394059;0.15;0;2958;2635;9477;-11534;4774;;0.211996022;Solved;15
1689;6;12;2;1;0.15;204.9219841;0.15;0;3852;3239;11355;-15449;6280;;0.216127484;Solved;15
1690;10;10;2;0.75;0.15;205.3850812;0.15;0;3781;3154;12165;-15254;6222;;0.217788273;Solved;15
1691;6;4;2;0.5;0.15;205.5703629;0.15;0;2057;1760;6403;-7789;3199;;0.212337395;Solved;15
1692;2;6;4;1;0.15;206.9612101;0.15;0;2759;2531;7429;-10105;4123;;0.205781042;Solved;15
1693;2;0;2;0.25;0.15;207.0631072;0.149999999;0;658;611;1879;-2476;1011;;0.206598616;Solved;15
1694;2;8;2;1;0.15;207.6243404;0.15;0;2773;2411;6831;-10162;4130;;0.208852392;Solved;15
1695;4;8;4;1;0.15;210.6568443;0.15;0;3431;3095;10303;-13219;4937;;0.205029679;Solved;15
1696;12;4;4;0.5;0.15;211.2256262;0.15;0;3051;2652;10699;-11745;4456;;0.208700468;Solved;15
1697;10;8;4;0.75;0.15;211.4285253;0.15;0;3922;3446;13375;-15618;5832;;0.208980967;Solved;15
1698;10;12;4;1;0.15;211.6102922;0.15;0;5032;4436;17075;-20703;7655;;0.210145221;Solved;15
1699;10;4;4;0.5;0.15;213.9692713;0.15;0;2808;2455;9675;-10671;3870;;0.205279397;Solved;15
1700;8;10;2;0.75;0.15;214.8821049;0.15;0;3576;2995;11141;-14083;4933;;0.207536251;Solved;15
1701;12;12;2;0.75;0.15;214.9372408;0.15;0;4399;3647;14427;-17794;6242;;0.209920184;Solved;15
1702;4;4;2;0.5;0.15;216.1226358;0.15;0;1842;1591;5379;-6800;2350;;0.201595542;Solved;15
1703;2;6;2;0.75;0.15;217.5285699;0.15;0;2222;1939;5593;-7990;2759;;0.200011733;Solved;15
1704;4;0;2;0.25;0.15;217.89205;0.15;0;925;832;2903;-3293;1140;;0.198377415;Solved;15
1705;6;10;4;1;0.15;218.0273515;0.15;0;4152;3709;13177;-16309;5416;;0.201332296;Solved;15
1706;12;6;2;0.5;0.15;218.2608096;0.15;0;3175;2661;10713;-12209;4108;;0.204470534;Solved;15
1707;8;4;4;0.5;0.15;219.7318912;0.15;0;2571;2264;8651;-9651;3175;;0.199627281;Solved;15
1708;10;6;2;0.5;0.15;222.6478066;0.15;0;2936;2467;9689;-11151;3477;;0.200047066;Solved;15
1709;10;12;2;0.75;0.15;223.9206056;0.15;0;4192;3486;13403;-16631;5003;;0.201013502;Solved;15
1710;8;12;4;1;0.15;224.8860089;0.15;0;4869;4319;16051;-19425;5741;;0.197390539;Solved;15
1711;12;10;4;0.75;0.15;225.8815843;0.15;0;4669;4086;16249;-18593;5445;;0.197627506;Solved;15
1712;4;12;2;1;0.15;225.896803;0.15;0;3747;3181;10331;-14255;4094;;0.195805151;Solved;15
1713;6;4;4;0.5;0.15;229.1662071;0.15;0;2354;2092;7627;-8668;2407;;0.191387727;Solved;15
1714;6;10;2;0.75;0.15;229.2874619;0.15;0;3394;2860;10117;-12968;3530;;0.194268836;Solved;15
1715;6;0;2;0.25;0.15;231.3405041;0.15;0;1196;1057;3927;-4159;1139;;0.189080005;Solved;15
1716;8;12;2;0.75;0.15;236.1259645;0.15;0;3999;3339;12379;-15463;3699;;0.190218081;Solved;15
1717;10;10;4;0.75;0.15;236.4764454;0.15;0;4468;3931;15225;-17440;4178;;0.188646694;Solved;15
1718;6;8;4;0.75;0.15;238.078485;0.15;0;3548;3165;11327;-13386;3095;;0.185703502;Solved;15
1719;2;10;2;1;0.15;238.8771929;0.15;0;3319;2879;8069;-11622;2771;;0.185763472;Solved;15
1720;2;4;2;0.5;0.15;239.3997297;0.15;0;1680;1475;4355;-5859;1346;;0.183651213;Solved;15
1721;12;6;4;0.5;0.15;240.3890429;0.15;0;3574;3113;12549;-13410;3003;;0.185282258;Solved;15
1722;6;6;2;0.5;0.15;240.8555629;0.15;0;2493;2116;7641;-9133;2003;;0.184721909;Solved;15
1723;12;8;2;0.5;0.15;240.8855343;0.15;0;3568;2975;11951;-13494;2973;;0.186538615;Solved;15
1724;4;10;4;1;0.15;241.5756491;0.15;0;4063;3667;12153;-15121;3226;;0.182327945;Solved;15
1725;8;0;2;0.25;0.15;243.1922883;0.15;0;1464;1279;4951;-5046;1090;;0.181483721;Solved;15
1726;6;12;4;1;0.15;243.7227806;0.15;0;4747;4243;15027;-18197;3715;;0.182265955;Solved;15
1727;4;4;4;0.5;0.15;245.748505;0.15;0;2158;1943;6603;-7709;1524;;0.179095972;Solved;15
1728;2;8;4;1;0.15;248.2750738;0.15;0;3481;3192;9279;-12023;2345;;0.177733613;Solved;15
1729;12;12;4;0.75;0.15;248.3832275;0.15;0;5202;4558;18099;-20411;3787;;0.180739343;Solved;15
1730;10;6;4;0.5;0.15;248.4951122;0.15;0;3346;2931;11525;-12405;2319;;0.17931959;Solved;15
1731;10;8;2;0.5;0.15;248.96472;0.15;0;3339;2792;10927;-12473;2292;;0.180417809;Solved;15
1732;8;10;4;0.75;0.15;251.0045266;0.15;0;4288;3798;14201;-16327;2840;;0.177845643;Solved;15
1733;4;10;2;0.75;0.15;251.9969808;0.15;0;3261;2773;9093;-11900;1995;;0.176960088;Solved;15
1734;10;0;2;0.25;0.15;253.3742962;0.15;0;1729;1499;5975;-5945;1013;;0.175308594;Solved;15
1735;6;12;2;0.75;0.15;254.3719456;0.15;0;3836;3223;11355;-14364;2274;;0.176469269;Solved;15
1736;2;6;4;0.75;0.15;257.751995;0.15;0;2753;2524;7429;-9375;1434;;0.171818903;Solved;15
1737;2;8;2;0.75;0.15;258.5867023;0.15;0;2764;2402;6831;-9418;1409;;0.172671191;Solved;15
1738;8;8;2;0.5;0.15;259.9235158;0.15;0;3126;2625;9903;-11468;1582;;0.172759625;Solved;15
1739;4;6;2;0.5;0.15;259.9702153;0.15;0;2307;1977;6617;-8170;1119;;0.171551412;Solved;15
1740;8;6;4;0.5;0.15;260.1945807;0.15;0;3132;2764;10501;-11439;1575;;0.171535298;Solved;15
1741;10;12;4;0.75;0.15;261.8635548;0.15;0;5017;4420;17075;-19289;2506;;0.171423945;Solved;15
1742;12;0;2;0.25;0.15;262.2915599;0.15;0;1992;1716;6999;-6853;913;;0.170124082;Solved;15
1743;4;8;4;0.75;0.15;262.6124041;0.15;0;3424;3087;10303;-12328;1557;;0.16925429;Solved;15
1744;12;10;2;0.5;0.15;264.4289821;0.15;0;3964;3292;13189;-14822;1788;;0.170547183;Solved;15
1745;2;12;2;1;0.15;270.3029165;0.15;0;3868;3349;9307;-13088;1348;;0.165950879;Solved;15
1746;6;10;4;0.75;0.15;271.7619019;0.15;0;4141;3697;13177;-15249;1410;;0.16470313;Solved;15
1747;12;8;4;0.5;0.15;271.9551489;0.15;0;4103;3581;14399;-15174;1413;;0.165071145;Solved;15
1748;4;12;4;1;0.15;272.6078728;0.15;0;4697;4240;14003;-17026;1511;;0.163823995;Solved;15
1749;10;10;2;0.5;0.15;275.5580876;0.15;0;3746;3120;12165;-13805;1096;;0.163535261;Solved;15
1750;6;8;2;0.5;0.15;277.1684719;0.15;0;2930;2475;8879;-10497;771;;0.162133681;Solved;15
1751;6;6;4;0.5;0.15;277.9968252;0.15;0;2937;2615;9477;-10488;745;;0.16110202;Solved;15
1752;2;4;4;0.5;0.15;278.9947003;0.15;0;2032;1863;5579;-6772;475;;0.160149598;Solved;15
1753;8;12;4;0.75;0.15;279.9284471;0.15;0;4856;4306;16051;-18179;1162;;0.160486428;Solved;15
1754;4;12;2;0.75;0.15;282.7937152;0.15;0;3736;3169;10331;-13316;721;;0.158998464;Solved;15
1755;10;8;4;0.5;0.15;284.6738152;0.15;0;3890;3415;13375;-14204;689;;0.157863402;Solved;15
1756;8;2;2;0.25;0.15;284.8083761;0.15;0;1853;1589;6189;-6223;305;;0.157526422;Solved;15
1757;10;2;2;0.25;0.15;285.8052939;0.15;0;2102;1793;7213;-7130;326;;0.157101586;Solved;15
1758;6;2;2;0.25;0.15;285.989375;0.15;0;1607;1389;5165;-5337;240;;0.156818502;Solved;15
1759;12;2;2;0.25;0.15;288.3498687;0.15;0;2355;2000;8237;-8041;300;;0.155842633;Solved;15
1760;12;12;2;0.5;0.15;288.4362213;0.15;0;4359;3608;14427;-16158;580;;0.156281983;Solved;15
1761;2;10;4;1;0.15;289.8855099;0.15;0;4207;3857;11129;-13951;462;;0.154881397;Solved;15
1762;8;10;2;0.5;0.15;290.8823725;0.15;0;3546;2966;11141;-12824;359;;0.154783726;Solved;15
1763;4;2;2;0.25;0.15;292.7865922;0.15;0;1372;1200;4141;-4511;101;;0.153404995;Solved;15
1764;12;2;4;0.25;0.15;299.160796;0.15;0;2487;2151;8849;-8443;22;;0.15040141;Solved;15
1765;2;6;2;0.5;0.15;299.1611296;0.15;0;2214;1931;5593;-7250;19;;0.150410088;Solved;15
1766;10;2;4;0.25;0.15;299.2152371;0.15;0;2239;1947;7825;-7528;18;;0.150370803;Solved;15
1767;2;10;2;0.75;0.15;299.9806155;0.15;0;3311;2870;8069;-10864;1;;0.150009573;Solved;15
1768;2;0;2;0;0.15;;;;;;1879;-1823;-1823;;;Target not reached even at 300.0 €/MWh;15
1769;2;2;2;0;0.15;;;;;;3117;-2756;-2756;;;Target not reached even at 300.0 €/MWh;15
1770;2;2;2;0.25;0.15;;;;;;3117;-3733;-109;;0.145543773;Target not reached even at 300.0 €/MWh;15
1771;2;2;4;0;0.15;;;;;;3729;-2912;-2912;;;Target not reached even at 300.0 €/MWh;15
1772;2;2;4;0.25;0.15;;;;;;3729;-4156;-519;;0.131132257;Target not reached even at 300.0 €/MWh;15
1773;2;4;2;0;0.15;;;;;;4355;-3815;-3815;;;Target not reached even at 300.0 €/MWh;15
1774;2;4;2;0.25;0.15;;;;;;4355;-5018;-1371;;0.104301635;Target not reached even at 300.0 €/MWh;15
1775;2;4;4;0;0.15;;;;;;5579;-4449;-4449;;;Target not reached even at 300.0 €/MWh;15
1776;2;4;4;0.25;0.15;;;;;;5579;-5888;-2264;;0.086513048;Target not reached even at 300.0 €/MWh;15
1777;2;6;2;0;0.15;;;;;;5593;-5001;-5001;;;Target not reached even at 300.0 €/MWh;15
1778;2;6;2;0.25;0.15;;;;;;5593;-6331;-2697;;0.073034006;Target not reached even at 300.0 €/MWh;15
1779;2;6;4;0;0.15;;;;;;7429;-6162;-6162;;;Target not reached even at 300.0 €/MWh;15
1780;2;6;4;0.25;0.15;;;;;;7429;-7657;-4060;;0.055730624;Target not reached even at 300.0 €/MWh;15
1781;2;6;4;0.5;0.15;;;;;;7429;-8630;-1356;;0.12575082;Target not reached even at 300.0 €/MWh;15
1782;2;8;2;0;0.15;;;;;;6831;-6288;-6287;;;Target not reached even at 300.0 €/MWh;15
1783;2;8;2;0.25;0.15;;;;;;6831;-7661;-4045;;0.048038652;Target not reached even at 300.0 €/MWh;15
1784;2;8;2;0.5;0.15;;;;;;6831;-8654;-1367;;0.123977802;Target not reached even at 300.0 €/MWh;15
1785;2;8;4;0;0.15;;;;;;9279;-7916;-7916;;;Target not reached even at 300.0 €/MWh;15
1786;2;8;4;0.25;0.15;;;;;;9279;-9447;-5871;;0.032432078;Target not reached even at 300.0 €/MWh;15
1787;2;8;4;0.5;0.15;;;;;;9279;-10501;-3219;;0.100048087;Target not reached even at 300.0 €/MWh;15
1788;2;8;4;0.75;0.15;;;;;;9279;-11272;-425;;0.144362613;Target not reached even at 300.0 €/MWh;15
1789;2;10;2;0;0.15;;;;;;8069;-7609;-7609;;;Target not reached even at 300.0 €/MWh;15
1790;2;10;2;0.25;0.15;;;;;;8069;-9010;-5406;;0.026996898;Target not reached even at 300.0 €/MWh;15
1791;2;10;2;0.5;0.15;;;;;;8069;-10072;-2769;;0.102437851;Target not reached even at 300.0 €/MWh;15
1792;2;10;4;0;0.15;;;;;;11129;-9702;-9702;;;Target not reached even at 300.0 €/MWh;15
1793;2;10;4;0.25;0.15;;;;;;11129;-11266;-7702;;0.013353931;Target not reached even at 300.0 €/MWh;15
1794;2;10;4;0.5;0.15;;;;;;11129;-12391;-5103;;0.079549996;Target not reached even at 300.0 €/MWh;15
1795;2;10;4;0.75;0.15;;;;;;11129;-13190;-2325;;0.122537636;Target not reached even at 300.0 €/MWh;15
1796;2;12;2;0;0.15;;;;;;9307;-8959;-8959;;;Target not reached even at 300.0 €/MWh;15
1797;2;12;2;0.25;0.15;;;;;;9307;-10375;-6780;;0.008490711;Target not reached even at 300.0 €/MWh;15
1798;2;12;2;0.5;0.15;;;;;;9307;-11500;-4189;;0.0840851;Target not reached even at 300.0 €/MWh;15
1799;2;12;2;0.75;0.15;;;;;;9307;-12313;-1429;;0.130972096;Target not reached even at 300.0 €/MWh;15
1800;2;12;4;0;0.15;;;;;;12979;-11538;-11538;;;Target not reached even at 300.0 €/MWh;15
1801;2;12;4;0.25;0.15;;;;;;12979;-13103;-9549;;;Target not reached even at 300.0 €/MWh;15
1802;2;12;4;0.5;0.15;;;;;;12979;-14292;-6992;;0.062620096;Target not reached even at 300.0 €/MWh;15
1803;2;12;4;0.75;0.15;;;;;;12979;-15111;-4231;;0.10469189;Target not reached even at 300.0 €/MWh;15
1804;2;12;4;1;0.15;;;;;;12979;-15886;-1446;;0.13614249;Target not reached even at 300.0 €/MWh;15
1805;4;0;2;0;0.15;;;;;;2903;-2454;-2454;;;Target not reached even at 300.0 €/MWh;15
1806;4;2;2;0;0.15;;;;;;4141;-3336;-3336;;;Target not reached even at 300.0 €/MWh;15
1807;4;2;4;0;0.15;;;;;;4753;-3418;-3418;;;Target not reached even at 300.0 €/MWh;15
1808;4;2;4;0.25;0.15;;;;;;4753;-4915;-282;;0.141435488;Target not reached even at 300.0 €/MWh;15
1809;4;4;2;0;0.15;;;;;;5379;-4292;-4292;;;Target not reached even at 300.0 €/MWh;15
1810;4;4;2;0.25;0.15;;;;;;5379;-5773;-1053;;0.12016754;Target not reached even at 300.0 €/MWh;15
1811;4;4;4;0;0.15;;;;;;6603;-4642;-4642;;;Target not reached even at 300.0 €/MWh;15
1812;4;4;4;0.25;0.15;;;;;;6603;-6618;-1887;;0.103848795;Target not reached even at 300.0 €/MWh;15
1813;4;6;2;0;0.15;;;;;;6617;-5338;-5338;;;Target not reached even at 300.0 €/MWh;15
1814;4;6;2;0.25;0.15;;;;;;6617;-7056;-2298;;0.092834385;Target not reached even at 300.0 €/MWh;15
1815;4;6;4;0;0.15;;;;;;8453;-6104;-6104;;;Target not reached even at 300.0 €/MWh;15
1816;4;6;4;0.25;0.15;;;;;;8453;-8345;-3616;;0.075066691;Target not reached even at 300.0 €/MWh;15
1817;4;6;4;0.5;0.15;;;;;;8453;-9540;-146;;0.147629617;Target not reached even at 300.0 €/MWh;15
1818;4;6;4;0.75;0.15;;;;;;;;;;;Error: Incomplete scenario A or C years.;15
1819;4;8;2;0;0.15;;;;;;7855;-6445;-6445;;;Target not reached even at 300.0 €/MWh;15
1820;4;8;2;0.25;0.15;;;;;;7855;-8350;-3599;;0.069670963;Target not reached even at 300.0 €/MWh;15
1821;4;8;2;0.5;0.15;;;;;;7855;-9544;-116;;0.147993912;Target not reached even at 300.0 €/MWh;15
1822;4;8;2;0.75;0.15;;;;;;;;;;;Error: Incomplete scenario A or C years.;15
1823;4;8;4;0;0.15;;;;;;10303;-7750;-7749;;;Target not reached even at 300.0 €/MWh;15
1824;4;8;4;0.25;0.15;;;;;;10303;-10094;-5383;;0.052422595;Target not reached even at 300.0 €/MWh;15
1825;4;8;4;0.5;0.15;;;;;;10303;-11382;-1887;;0.122951378;Target not reached even at 300.0 €/MWh;15
1826;4;10;2;0;0.15;;;;;;9093;-7615;-7615;;;Target not reached even at 300.0 €/MWh;15
1827;4;10;2;0.25;0.15;;;;;;9093;-9667;-4923;;0.049786866;Target not reached even at 300.0 €/MWh;15
1828;4;10;2;0.5;0.15;;;;;;9093;-10934;-1435;;0.127377403;Target not reached even at 300.0 €/MWh;15
1829;4;10;4;0;0.15;;;;;;;;;;;Error: Incomplete scenario A or C years.;15
1830;4;10;4;0.25;0.15;;;;;;12153;-11862;-7178;;0.033703514;Target not reached even at 300.0 €/MWh;15
1831;4;10;4;0.5;0.15;;;;;;12153;-13241;-3714;;0.102222216;Target not reached even at 300.0 €/MWh;15
1832;4;10;4;0.75;0.15;;;;;;12153;-14210;-151;;0.148319401;Target not reached even at 300.0 €/MWh;15
1833;4;12;2;0;0.15;;;;;;10331;-8856;-8855;;;Target not reached even at 300.0 €/MWh;15
1834;4;12;2;0.25;0.15;;;;;;10331;-10993;-6260;;0.032293173;Target not reached even at 300.0 €/MWh;15
1835;4;12;2;0.5;0.15;;;;;;10331;-12331;-2802;;0.109207162;Target not reached even at 300.0 €/MWh;15
1836;4;12;4;0;0.15;;;;;;14003;-11265;-11265;;;Target not reached even at 300.0 €/MWh;15
1837;4;12;4;0.25;0.15;;;;;;14003;-13652;-8986;;0.017775341;Target not reached even at 300.0 €/MWh;15
1838;4;12;4;0.5;0.15;;;;;;14003;-15100;-5556;;0.084942973;Target not reached even at 300.0 €/MWh;15
1839;4;12;4;0.75;0.15;;;;;;14003;-16091;-1945;;0.130291365;Target not reached even at 300.0 €/MWh;15
1840;6;0;2;0;0.15;;;;;;3927;-3119;-3119;;;Target not reached even at 300.0 €/MWh;15
1841;6;2;2;0;0.15;;;;;;5165;-3975;-3974;;;Target not reached even at 300.0 €/MWh;15
1842;6;2;4;0;0.15;;;;;;5777;-4032;-4031;;;Target not reached even at 300.0 €/MWh;15
1843;6;2;4;0.25;0.15;;;;;;5777;-5717;-113;;0.147040989;Target not reached even at 300.0 €/MWh;15
1844;6;4;2;0;0.15;;;;;;6403;-4877;-4877;;;Target not reached even at 300.0 €/MWh;15
1845;6;4;2;0.25;0.15;;;;;;6403;-6562;-873;;0.128537889;Target not reached even at 300.0 €/MWh;15
1846;6;4;4;0;0.15;;;;;;7627;-5120;-5120;;;Target not reached even at 300.0 €/MWh;15
1847;6;4;4;0.25;0.15;;;;;;7627;-7377;-1680;;0.113715304;Target not reached even at 300.0 €/MWh;15
1848;6;6;2;0;0.15;;;;;;7641;-5864;-5863;;;Target not reached even at 300.0 €/MWh;15
1849;6;6;2;0.25;0.15;;;;;;7641;-7833;-2046;;0.105119042;Target not reached even at 300.0 €/MWh;15
1850;6;6;4;0;0.15;;;;;;9477;-6405;-6405;;;Target not reached even at 300.0 €/MWh;15
1851;6;6;4;0.25;0.15;;;;;;9477;-9092;-3299;;0.088500036;Target not reached even at 300.0 €/MWh;15
1852;6;8;2;0;0.15;;;;;;8879;-6902;-6901;;;Target not reached even at 300.0 €/MWh;15
1853;6;8;2;0.25;0.15;;;;;;8879;-9111;-3277;;0.08465838;Target not reached even at 300.0 €/MWh;15
1854;6;8;4;0;0.15;;;;;;11327;-7841;-7841;;;Target not reached even at 300.0 €/MWh;15
1855;6;8;4;0.25;0.15;;;;;;11327;-10815;-5022;;0.067074126;Target not reached even at 300.0 €/MWh;15
1856;6;8;4;0.5;0.15;;;;;;11327;-12312;-928;;0.137719848;Target not reached even at 300.0 €/MWh;15
1857;6;10;2;0;0.15;;;;;;10117;-7989;-7989;;;Target not reached even at 300.0 €/MWh;15
1858;6;10;2;0.25;0.15;;;;;;10117;-10408;-4568;;0.066132192;Target not reached even at 300.0 €/MWh;15
1859;6;10;2;0.5;0.15;;;;;;10117;-11876;-463;;0.143299209;Target not reached even at 300.0 €/MWh;15
1860;6;10;4;0;0.15;;;;;;13177;-9423;-9423;;;Target not reached even at 300.0 €/MWh;15
1861;6;10;4;0.25;0.15;;;;;;13177;-12566;-6784;;0.049013949;Target not reached even at 300.0 €/MWh;15
1862;6;10;4;0.5;0.15;;;;;;13177;-14152;-2603;;0.118855971;Target not reached even at 300.0 €/MWh;15
1863;6;12;2;0;0.15;;;;;;11355;-9132;-9132;;;Target not reached even at 300.0 €/MWh;15
1864;6;12;2;0.25;0.15;;;;;;11355;-11718;-5885;;0.049594661;Target not reached even at 300.0 €/MWh;15
1865;6;12;2;0.5;0.15;;;;;;11355;-13252;-1708;;0.127057648;Target not reached even at 300.0 €/MWh;15
1866;6;12;4;0;0.15;;;;;;15027;-11159;-11159;;;Target not reached even at 300.0 €/MWh;15
