charging_scenario;pv_mw;bess_power_mw;bess_duration_h;bess_energy_mwh;contract_share;year;merchant_revenue_eur;ppa_delivered_mwh;total_output_mwh;rev_da_eur;rev_idc_eur;rev_afrr_up_capacity_eur;rev_afrr_up_activation_eur;rev_afrr_dn_capacity_eur;rev_afrr_dn_activation_eur;hydro_annual_mwh;pv_annual_mwh;pv_curtailed_mwh;bess_charge_mwh;bess_discharge_mwh;hydro_to_bess_mwh;ppa_shortfall_mwh;total_cycles;final_soc_mwh;final_degradation;total_throughput_mwh;solve_time_s;status
D;0;2;2;4;0.75;2038;615039.9952;27591.12784;38054.19115;509807.6357;-204.6279549;8570.96145;4224.53515;12883.47179;79758.01907;36089.3906;0;0;2302.273019;2027.686469;91.92998658;1545.224657;546;0.196125304;0.980626521;4329.959488;59.6;ok
D;0;2;2;4;0.75;2039;385575.6267;8127.415362;12697.99581;290980.6716;-265.650048;9291.356446;5720.722679;7207.928378;72640.59762;10766.24718;0;0;2306.713225;2031.595048;0.908383728;105.9251662;547;0.196118208;0.980591038;4338.308273;64.9;ok
D;0;2;2;4;0.75;2040;543400.3103;20321.4652;28700.5437;441585.998;-261.0991098;6120.498873;4766.400112;14730.48707;76458.02532;26734.26955;0;0;2306.71261;2031.595663;27.69639449;579.5898458;547;0.196118208;0.980591038;4338.308273;57.8;ok
D;0;2;2;4;0.75;2041;576285.9405;18806.77612;26842.48927;480989.7851;-224.1063595;6625.997512;5891.212372;10326.0222;72677.02971;24898.31076;0;0;2306.712606;2031.595667;31.00761534;283.6938762;547;0.196118208;0.980591038;4338.308273;57;ok
D;0;2;2;4;0.75;2042;526598.6318;21856.01617;30875.58649;433191.5574;-268.9676226;11476.29181;5298.196253;12225.75399;64675.80006;28949.10328;0;0;2305.653554;2030.661229;9.87781205;201.456806;547;0.196118208;0.980591038;4336.314783;70.6;ok
D;0;2;2;4;0.75;2043;482907.0405;17832.06644;25448.19084;399801.8348;-208.0835109;8166.380806;4264.548706;6901.400451;63980.95928;23492.24063;0;0;2306.454537;2031.367262;6.58957739;427.6510641;547;0.196118208;0.980591038;4337.821799;55.8;ok
D;0;2;2;4;0.75;2044;481931.7164;12223.40401;18081.02135;389079.6354;-183.6166573;6358.670441;3635.333913;11333.96877;71707.72459;16124.16992;0;0;2306.712661;2031.595611;9.909100503;264.2684942;547;0.196118208;0.980591038;4338.308273;64.1;ok
D;0;2;2;4;1;2035;278029.7942;33432.34826;35123.37707;171995.7805;-224.0475587;7099.712918;2938.449836;5976.218331;90243.6802;33211.34055;0;0;2212.789588;1948.943348;26.10780209;758.4717383;525;0.196274331;0.981371655;4161.732936;78.5;ok
D;0;2;2;4;1;2036;266839.216;39312.54053;41006.75437;159044.0616;-230.0334746;6903.923682;3178.001785;12046.68838;85896.57403;39017.65246;0;0;2306.645439;2031.536454;15.50880748;800.5915876;547;0.196118208;0.980591038;4338.181894;72.2;ok
D;0;2;2;4;1;2037;296348.8377;14029.76345;15997.69178;183776.3847;-243.3386198;5061.862793;3667.494387;18485.2569;85601.17753;14027.63252;0;0;2306.713163;2031.595109;0;19.0525;547;0.196118208;0.980591038;4338.308273;80.5;ok
